post_id,meta_key,meta_value
48152,_ywgc_amount_total,750
48153,_ywgc_amount_total,750
48154,_ywgc_amount_total,750
48155,_ywgc_amount_total,750
48156,_ywgc_amount_total,750
48157,_ywgc_amount_total,750
48158,_ywgc_amount_total,750
48159,_ywgc_amount_total,750
48160,_ywgc_amount_total,750
48161,_ywgc_amount_total,750
48176,_ywgc_amount_total,300
48205,_ywgc_amount_total,250
48207,_ywgc_amount_total,300
48210,_ywgc_amount_total,200
48212,_ywgc_amount_total,100
48225,_ywgc_amount_total,250
48226,_ywgc_amount_total,250
48233,_ywgc_amount_total,100
48234,_ywgc_amount_total,100
48248,_ywgc_amount_total,250
48249,_ywgc_amount_total,250
48253,_ywgc_amount_total,250
48257,_ywgc_amount_total,150
48259,_ywgc_amount_total,400
48269,_ywgc_amount_total,250
48270,_ywgc_amount_total,150
48271,_ywgc_amount_total,150
48303,_ywgc_amount_total,100
48306,_ywgc_amount_total,220
48315,_ywgc_amount_total,300
48317,_ywgc_amount_total,100
48319,_ywgc_amount_total,75
48321,_ywgc_amount_total,300
48323,_ywgc_amount_total,200
48325,_ywgc_amount_total,250
48326,_ywgc_amount_total,250
48328,_ywgc_amount_total,100
48329,_ywgc_amount_total,100
48330,_ywgc_amount_total,100
48332,_ywgc_amount_total,150
48333,_ywgc_amount_total,250
48335,_ywgc_amount_total,600
48337,_ywgc_amount_total,120
48339,_ywgc_amount_total,200
48340,_ywgc_amount_total,200
48342,_ywgc_amount_total,300
48344,_ywgc_amount_total,200
48346,_ywgc_amount_total,250
48348,_ywgc_amount_total,275
48350,_ywgc_amount_total,100
48351,_ywgc_amount_total,150
48352,_ywgc_amount_total,150
48353,_ywgc_amount_total,150
48354,_ywgc_amount_total,150
48356,_ywgc_amount_total,100
48358,_ywgc_amount_total,200
48360,_ywgc_amount_total,300
48362,_ywgc_amount_total,100
48364,_ywgc_amount_total,500
48366,_ywgc_amount_total,60
48368,_ywgc_amount_total,200
48372,_ywgc_amount_total,100
48376,_ywgc_amount_total,200
48380,_ywgc_amount_total,400
48382,_ywgc_amount_total,300
48383,_ywgc_amount_total,300
48384,_ywgc_amount_total,300
48386,_ywgc_amount_total,250
48390,_ywgc_amount_total,300
48404,_ywgc_amount_total,200
48405,_ywgc_amount_total,200
48449,_ywgc_amount_total,125
48458,_ywgc_amount_total,150
48463,_ywgc_amount_total,225
48520,_ywgc_amount_total,200
48522,_ywgc_amount_total,250
48523,_ywgc_amount_total,250
48525,_ywgc_amount_total,100
48527,_ywgc_amount_total,200
48538,_ywgc_amount_total,200
48549,_ywgc_amount_total,300
48559,_ywgc_amount_total,300
48575,_ywgc_amount_total,150
48583,_ywgc_amount_total,150
48584,_ywgc_amount_total,150
48586,_ywgc_amount_total,150
48587,_ywgc_amount_total,150
48589,_ywgc_amount_total,200
48591,_ywgc_amount_total,100
48593,_ywgc_amount_total,200
48599,_ywgc_amount_total,200
48621,_ywgc_amount_total,150
48652,_ywgc_amount_total,75
48661,_ywgc_amount_total,100
48670,_ywgc_amount_total,300
48672,_ywgc_amount_total,300
48674,_ywgc_amount_total,100
48681,_ywgc_amount_total,700
48706,_ywgc_amount_total,300
48717,_ywgc_amount_total,300
48724,_ywgc_amount_total,750
48731,_ywgc_amount_total,250
48733,_ywgc_amount_total,150
48759,_ywgc_amount_total,200
48761,_ywgc_amount_total,75
48763,_ywgc_amount_total,250
48765,_ywgc_amount_total,300
48767,_ywgc_amount_total,200
48769,_ywgc_amount_total,249.9
48771,_ywgc_amount_total,100
48773,_ywgc_amount_total,100
48775,_ywgc_amount_total,450
48777,_ywgc_amount_total,300
48779,_ywgc_amount_total,200
48781,_ywgc_amount_total,400
48783,_ywgc_amount_total,200
48785,_ywgc_amount_total,250
48787,_ywgc_amount_total,200
48789,_ywgc_amount_total,150
48791,_ywgc_amount_total,350
48793,_ywgc_amount_total,150
48795,_ywgc_amount_total,130
48797,_ywgc_amount_total,100
48799,_ywgc_amount_total,175
48801,_ywgc_amount_total,200
48803,_ywgc_amount_total,150
48805,_ywgc_amount_total,150
48813,_ywgc_amount_total,200
48815,_ywgc_amount_total,400
48819,_ywgc_amount_total,200
48820,_ywgc_amount_total,200
48823,_ywgc_amount_total,150
48824,_ywgc_amount_total,150
48831,_ywgc_amount_total,250
48836,_ywgc_amount_total,50
48837,_ywgc_amount_total,50
48838,_ywgc_amount_total,100
48839,_ywgc_amount_total,100
48840,_ywgc_amount_total,100
48848,_ywgc_amount_total,200
48852,_ywgc_amount_total,200
48854,_ywgc_amount_total,150
48856,_ywgc_amount_total,200
48858,_ywgc_amount_total,300
48860,_ywgc_amount_total,300
48862,_ywgc_amount_total,250
48864,_ywgc_amount_total,200
48869,_ywgc_amount_total,100
48871,_ywgc_amount_total,50
48873,_ywgc_amount_total,200
48875,_ywgc_amount_total,250
48878,_ywgc_amount_total,175
48896,_ywgc_amount_total,250
48897,_ywgc_amount_total,600
48906,_ywgc_amount_total,50
48907,_ywgc_amount_total,300
48908,_ywgc_amount_total,300
48910,_ywgc_amount_total,75
48914,_ywgc_amount_total,250
48919,_ywgc_amount_total,250
48922,_ywgc_amount_total,100
48923,_ywgc_amount_total,100
48927,_ywgc_amount_total,250
48943,_ywgc_amount_total,200
48944,_ywgc_amount_total,500
48946,_ywgc_amount_total,100
48950,_ywgc_amount_total,300
48952,_ywgc_amount_total,250
48955,_ywgc_amount_total,75
48964,_ywgc_amount_total,100
48988,_ywgc_amount_total,40
48991,_ywgc_amount_total,500
48992,_ywgc_amount_total,500
48994,_ywgc_amount_total,100
48996,_ywgc_amount_total,200
48998,_ywgc_amount_total,75
49000,_ywgc_amount_total,200
49001,_ywgc_amount_total,200
49004,_ywgc_amount_total,150
49006,_ywgc_amount_total,250
49008,_ywgc_amount_total,200
49013,_ywgc_amount_total,150
49017,_ywgc_amount_total,100
49019,_ywgc_amount_total,100
49021,_ywgc_amount_total,100
49038,_ywgc_amount_total,300
49039,_ywgc_amount_total,300
49042,_ywgc_amount_total,100
49044,_ywgc_amount_total,100
49046,_ywgc_amount_total,200
49052,_ywgc_amount_total,150
49055,_ywgc_amount_total,150
49057,_ywgc_amount_total,100
49058,_ywgc_amount_total,100
49059,_ywgc_amount_total,100
49061,_ywgc_amount_total,200
49063,_ywgc_amount_total,200
49067,_ywgc_amount_total,120
49069,_ywgc_amount_total,200
49071,_ywgc_amount_total,100
49082,_ywgc_amount_total,300
49085,_ywgc_amount_total,300
49090,_ywgc_amount_total,150
49091,_ywgc_amount_total,100
49094,_ywgc_amount_total,500
49096,_ywgc_amount_total,250
49097,_ywgc_amount_total,150
49098,_ywgc_amount_total,200
49104,_ywgc_amount_total,150
49106,_ywgc_amount_total,200
49108,_ywgc_amount_total,250
49110,_ywgc_amount_total,500
49112,_ywgc_amount_total,75
49114,_ywgc_amount_total,200
49116,_ywgc_amount_total,250
49118,_ywgc_amount_total,300
49120,_ywgc_amount_total,1000
49122,_ywgc_amount_total,150
49124,_ywgc_amount_total,200
49126,_ywgc_amount_total,300
49128,_ywgc_amount_total,200
49130,_ywgc_amount_total,200
49132,_ywgc_amount_total,250
49134,_ywgc_amount_total,150
49136,_ywgc_amount_total,200
49141,_ywgc_amount_total,200
49143,_ywgc_amount_total,150
49145,_ywgc_amount_total,100
49147,_ywgc_amount_total,150
49149,_ywgc_amount_total,250
49151,_ywgc_amount_total,300
49153,_ywgc_amount_total,250
49155,_ywgc_amount_total,250
49157,_ywgc_amount_total,100
49158,_ywgc_amount_total,100
49159,_ywgc_amount_total,100
49161,_ywgc_amount_total,400
49163,_ywgc_amount_total,300
49165,_ywgc_amount_total,230
49167,_ywgc_amount_total,100
49169,_ywgc_amount_total,200
49170,_ywgc_amount_total,200
49172,_ywgc_amount_total,200
49173,_ywgc_amount_total,200
49175,_ywgc_amount_total,150
49177,_ywgc_amount_total,50
49179,_ywgc_amount_total,200
49181,_ywgc_amount_total,200
49183,_ywgc_amount_total,100
49185,_ywgc_amount_total,150
49187,_ywgc_amount_total,50
49189,_ywgc_amount_total,100
49190,_ywgc_amount_total,200
49192,_ywgc_amount_total,300
49194,_ywgc_amount_total,250
49196,_ywgc_amount_total,125
49197,_ywgc_amount_total,150
49199,_ywgc_amount_total,150
49201,_ywgc_amount_total,150
49203,_ywgc_amount_total,300
49205,_ywgc_amount_total,100
49207,_ywgc_amount_total,50
49209,_ywgc_amount_total,200
49211,_ywgc_amount_total,100
49213,_ywgc_amount_total,150
49214,_ywgc_amount_total,150
49216,_ywgc_amount_total,75
49218,_ywgc_amount_total,150
49220,_ywgc_amount_total,200
49222,_ywgc_amount_total,400
49225,_ywgc_amount_total,250
49227,_ywgc_amount_total,125
49229,_ywgc_amount_total,100
49231,_ywgc_amount_total,200
49233,_ywgc_amount_total,125
49235,_ywgc_amount_total,150
49237,_ywgc_amount_total,100
49239,_ywgc_amount_total,150
49241,_ywgc_amount_total,500
49243,_ywgc_amount_total,100
49245,_ywgc_amount_total,300
49248,_ywgc_amount_total,250
49249,_ywgc_amount_total,250
49258,_ywgc_amount_total,600
49263,_ywgc_amount_total,200
49265,_ywgc_amount_total,100
49269,_ywgc_amount_total,200
49278,_ywgc_amount_total,400
49282,_ywgc_amount_total,350
49283,_ywgc_amount_total,250
49288,_ywgc_amount_total,250
49314,_ywgc_amount_total,200
49317,_ywgc_amount_total,200
49320,_ywgc_amount_total,250
49322,_ywgc_amount_total,250
49329,_ywgc_amount_total,300
49331,_ywgc_amount_total,125
49338,_ywgc_amount_total,75
49339,_ywgc_amount_total,75
49346,_ywgc_amount_total,400
49349,_ywgc_amount_total,200
49351,_ywgc_amount_total,150
49353,_ywgc_amount_total,75
49354,_ywgc_amount_total,75
49355,_ywgc_amount_total,75
49357,_ywgc_amount_total,200
49365,_ywgc_amount_total,750
49390,_ywgc_amount_total,100
49405,_ywgc_amount_total,150
49440,_ywgc_amount_total,475
49443,_ywgc_amount_total,300
49445,_ywgc_amount_total,300
49447,_ywgc_amount_total,150
49469,_ywgc_amount_total,200
49488,_ywgc_amount_total,150
49492,_ywgc_amount_total,200
49494,_ywgc_amount_total,200
49502,_ywgc_amount_total,100
49513,_ywgc_amount_total,200
49552,_ywgc_amount_total,250
49570,_ywgc_amount_total,150
49572,_ywgc_amount_total,350
49574,_ywgc_amount_total,300
49576,_ywgc_amount_total,100
49578,_ywgc_amount_total,100
49580,_ywgc_amount_total,50
49581,_ywgc_amount_total,50
49582,_ywgc_amount_total,50
49583,_ywgc_amount_total,50
49585,_ywgc_amount_total,300
49587,_ywgc_amount_total,250
49603,_ywgc_amount_total,1000
49671,_ywgc_amount_total,150
49673,_ywgc_amount_total,250
49675,_ywgc_amount_total,150
49677,_ywgc_amount_total,150
49715,_ywgc_amount_total,300
49740,_ywgc_amount_total,300
49742,_ywgc_amount_total,250
49777,_ywgc_amount_total,200
49779,_ywgc_amount_total,150
49782,_ywgc_amount_total,300
49788,_ywgc_amount_total,200
49790,_ywgc_amount_total,150
49792,_ywgc_amount_total,250
49794,_ywgc_amount_total,250
49866,_ywgc_amount_total,250
49870,_ywgc_amount_total,200
49891,_ywgc_amount_total,100
49893,_ywgc_amount_total,150
49921,_ywgc_amount_total,120
49923,_ywgc_amount_total,300
50006,_ywgc_amount_total,100
54274,_ywgc_amount_total,50
54276,_ywgc_amount_total,450
54325,_ywgc_amount_total,200
54337,_ywgc_amount_total,200
54340,_ywgc_amount_total,250
54352,_ywgc_amount_total,200
58572,_ywgc_amount_total,100
58634,_ywgc_amount_total,300
58715,_ywgc_amount_total,50
58716,_ywgc_amount_total,50
58717,_ywgc_amount_total,50
58718,_ywgc_amount_total,50
58746,_ywgc_amount_total,200
58749,_ywgc_amount_total,350
58760,_ywgc_amount_total,300
58769,_ywgc_amount_total,500
58771,_ywgc_amount_total,150
58811,_ywgc_amount_total,300
58816,_ywgc_amount_total,200
58866,_ywgc_amount_total,300
58887,_ywgc_amount_total,250
58889,_ywgc_amount_total,250
58910,_ywgc_amount_total,700
58948,_ywgc_amount_total,500
58951,_ywgc_amount_total,250
58960,_ywgc_amount_total,200
58962,_ywgc_amount_total,500
59011,_ywgc_amount_total,350
59016,_ywgc_amount_total,350
59028,_ywgc_amount_total,150
59038,_ywgc_amount_total,100
59041,_ywgc_amount_total,100
59074,_ywgc_amount_total,150
59103,_ywgc_amount_total,100
59116,_ywgc_amount_total,100
59121,_ywgc_amount_total,500
85981,_ywgc_amount_total,50
85982,_ywgc_amount_total,75
85983,_ywgc_amount_total,75
85984,_ywgc_amount_total,100
85985,_ywgc_amount_total,100
85986,_ywgc_amount_total,100
85987,_ywgc_amount_total,100
85988,_ywgc_amount_total,100
85989,_ywgc_amount_total,120
85990,_ywgc_amount_total,125
85991,_ywgc_amount_total,125
85992,_ywgc_amount_total,150
85993,_ywgc_amount_total,150
85994,_ywgc_amount_total,150
85995,_ywgc_amount_total,150
85996,_ywgc_amount_total,150
85997,_ywgc_amount_total,150
85998,_ywgc_amount_total,150
85999,_ywgc_amount_total,150
86000,_ywgc_amount_total,150
86001,_ywgc_amount_total,150
86002,_ywgc_amount_total,150
86003,_ywgc_amount_total,150
86004,_ywgc_amount_total,175
86005,_ywgc_amount_total,175
86006,_ywgc_amount_total,175
86007,_ywgc_amount_total,175
86008,_ywgc_amount_total,200
86009,_ywgc_amount_total,200
86010,_ywgc_amount_total,200
86011,_ywgc_amount_total,200
86012,_ywgc_amount_total,200
86013,_ywgc_amount_total,200
86014,_ywgc_amount_total,200
86015,_ywgc_amount_total,200
86016,_ywgc_amount_total,200
86017,_ywgc_amount_total,200
86018,_ywgc_amount_total,200
86019,_ywgc_amount_total,200
86020,_ywgc_amount_total,200
86021,_ywgc_amount_total,200
86022,_ywgc_amount_total,200
86023,_ywgc_amount_total,200
86024,_ywgc_amount_total,200
86025,_ywgc_amount_total,200
86026,_ywgc_amount_total,200
86027,_ywgc_amount_total,200
86028,_ywgc_amount_total,200
86029,_ywgc_amount_total,200
86030,_ywgc_amount_total,200
86031,_ywgc_amount_total,200
86032,_ywgc_amount_total,200
86033,_ywgc_amount_total,200
86034,_ywgc_amount_total,200
86035,_ywgc_amount_total,200
86036,_ywgc_amount_total,200
86037,_ywgc_amount_total,200
86038,_ywgc_amount_total,200
86039,_ywgc_amount_total,200
86040,_ywgc_amount_total,200
86041,_ywgc_amount_total,200
86042,_ywgc_amount_total,200
86043,_ywgc_amount_total,200
86044,_ywgc_amount_total,200
86045,_ywgc_amount_total,200
86046,_ywgc_amount_total,200
86047,_ywgc_amount_total,200
86048,_ywgc_amount_total,200
86049,_ywgc_amount_total,200
86050,_ywgc_amount_total,200
86051,_ywgc_amount_total,200
86052,_ywgc_amount_total,200
86053,_ywgc_amount_total,200
86054,_ywgc_amount_total,200
86055,_ywgc_amount_total,222
86056,_ywgc_amount_total,225
86057,_ywgc_amount_total,225
86058,_ywgc_amount_total,225
86059,_ywgc_amount_total,240
86060,_ywgc_amount_total,250
86061,_ywgc_amount_total,250
86062,_ywgc_amount_total,250
86063,_ywgc_amount_total,250
86064,_ywgc_amount_total,250
86065,_ywgc_amount_total,250
86066,_ywgc_amount_total,250
86067,_ywgc_amount_total,250
86068,_ywgc_amount_total,250
86069,_ywgc_amount_total,250
86070,_ywgc_amount_total,250
86071,_ywgc_amount_total,250
86072,_ywgc_amount_total,250
86073,_ywgc_amount_total,250
86074,_ywgc_amount_total,250
86075,_ywgc_amount_total,250
86076,_ywgc_amount_total,250
86077,_ywgc_amount_total,250
86078,_ywgc_amount_total,250
86079,_ywgc_amount_total,250
86080,_ywgc_amount_total,250
86081,_ywgc_amount_total,250
86082,_ywgc_amount_total,250
86083,_ywgc_amount_total,250
86084,_ywgc_amount_total,250
86085,_ywgc_amount_total,250
86086,_ywgc_amount_total,250
86087,_ywgc_amount_total,250
86088,_ywgc_amount_total,250
86089,_ywgc_amount_total,250
86090,_ywgc_amount_total,250
86091,_ywgc_amount_total,260
86092,_ywgc_amount_total,300
86093,_ywgc_amount_total,300
86094,_ywgc_amount_total,300
86095,_ywgc_amount_total,300
86096,_ywgc_amount_total,300
86097,_ywgc_amount_total,300
86098,_ywgc_amount_total,300
86099,_ywgc_amount_total,300
86100,_ywgc_amount_total,300
86101,_ywgc_amount_total,300
86102,_ywgc_amount_total,300
86103,_ywgc_amount_total,300
86104,_ywgc_amount_total,300
86105,_ywgc_amount_total,300
86106,_ywgc_amount_total,300
86107,_ywgc_amount_total,300
86108,_ywgc_amount_total,300
86109,_ywgc_amount_total,300
86110,_ywgc_amount_total,300
86111,_ywgc_amount_total,300
86112,_ywgc_amount_total,300
86113,_ywgc_amount_total,300
86114,_ywgc_amount_total,300
86115,_ywgc_amount_total,300
86116,_ywgc_amount_total,300
86117,_ywgc_amount_total,300
86118,_ywgc_amount_total,300
86119,_ywgc_amount_total,300
86120,_ywgc_amount_total,300
86121,_ywgc_amount_total,300
86122,_ywgc_amount_total,300
86123,_ywgc_amount_total,300
86124,_ywgc_amount_total,300
86125,_ywgc_amount_total,300
86126,_ywgc_amount_total,300
86127,_ywgc_amount_total,300
86128,_ywgc_amount_total,344
86129,_ywgc_amount_total,350
86130,_ywgc_amount_total,350
86131,_ywgc_amount_total,350
86132,_ywgc_amount_total,350
86133,_ywgc_amount_total,350
86134,_ywgc_amount_total,350
86135,_ywgc_amount_total,375
86136,_ywgc_amount_total,375
86137,_ywgc_amount_total,400
86138,_ywgc_amount_total,400
86139,_ywgc_amount_total,400
86140,_ywgc_amount_total,400
86141,_ywgc_amount_total,400
86142,_ywgc_amount_total,400
86143,_ywgc_amount_total,400
86144,_ywgc_amount_total,400
86145,_ywgc_amount_total,400
86146,_ywgc_amount_total,400
86147,_ywgc_amount_total,400
86148,_ywgc_amount_total,400
86149,_ywgc_amount_total,400
86150,_ywgc_amount_total,400
86151,_ywgc_amount_total,400
86152,_ywgc_amount_total,400
86153,_ywgc_amount_total,400
86154,_ywgc_amount_total,400
86155,_ywgc_amount_total,400
86156,_ywgc_amount_total,400
86157,_ywgc_amount_total,400
86158,_ywgc_amount_total,400
86159,_ywgc_amount_total,400
86160,_ywgc_amount_total,400
86161,_ywgc_amount_total,400
86162,_ywgc_amount_total,400
86163,_ywgc_amount_total,400
86164,_ywgc_amount_total,400
86165,_ywgc_amount_total,400
86166,_ywgc_amount_total,400
86167,_ywgc_amount_total,400
86168,_ywgc_amount_total,400
86169,_ywgc_amount_total,400
86170,_ywgc_amount_total,400
86171,_ywgc_amount_total,400
86172,_ywgc_amount_total,400
86173,_ywgc_amount_total,400
86174,_ywgc_amount_total,400
86175,_ywgc_amount_total,425
86176,_ywgc_amount_total,425
86177,_ywgc_amount_total,450
86178,_ywgc_amount_total,450
86179,_ywgc_amount_total,450
86180,_ywgc_amount_total,450
86181,_ywgc_amount_total,450
86182,_ywgc_amount_total,500
86183,_ywgc_amount_total,500
86184,_ywgc_amount_total,500
86185,_ywgc_amount_total,500
86186,_ywgc_amount_total,500
86187,_ywgc_amount_total,500
86188,_ywgc_amount_total,500
86189,_ywgc_amount_total,500
86190,_ywgc_amount_total,500
86191,_ywgc_amount_total,500
86192,_ywgc_amount_total,500
86193,_ywgc_amount_total,500
86194,_ywgc_amount_total,500
86195,_ywgc_amount_total,500
86196,_ywgc_amount_total,500
86197,_ywgc_amount_total,500
86198,_ywgc_amount_total,500
86199,_ywgc_amount_total,500
86200,_ywgc_amount_total,500
86201,_ywgc_amount_total,500
86202,_ywgc_amount_total,500
86203,_ywgc_amount_total,500
86204,_ywgc_amount_total,500
86205,_ywgc_amount_total,500
86206,_ywgc_amount_total,500
86207,_ywgc_amount_total,500
86208,_ywgc_amount_total,500
86209,_ywgc_amount_total,500
86210,_ywgc_amount_total,500
86211,_ywgc_amount_total,500
86212,_ywgc_amount_total,500
86213,_ywgc_amount_total,500
86214,_ywgc_amount_total,500
86215,_ywgc_amount_total,500
86216,_ywgc_amount_total,500
86217,_ywgc_amount_total,500
86218,_ywgc_amount_total,500
86219,_ywgc_amount_total,500
86220,_ywgc_amount_total,500
86221,_ywgc_amount_total,500
86222,_ywgc_amount_total,500
86223,_ywgc_amount_total,500
86224,_ywgc_amount_total,500
86225,_ywgc_amount_total,500
86226,_ywgc_amount_total,500
86227,_ywgc_amount_total,500
86228,_ywgc_amount_total,500
86229,_ywgc_amount_total,500
86230,_ywgc_amount_total,500
86231,_ywgc_amount_total,500
86232,_ywgc_amount_total,500
86233,_ywgc_amount_total,500
86234,_ywgc_amount_total,500
86235,_ywgc_amount_total,500
86236,_ywgc_amount_total,501
86237,_ywgc_amount_total,535
86238,_ywgc_amount_total,550
86239,_ywgc_amount_total,600
86240,_ywgc_amount_total,600
86241,_ywgc_amount_total,600
86242,_ywgc_amount_total,600
86243,_ywgc_amount_total,600
86244,_ywgc_amount_total,600
86245,_ywgc_amount_total,600
86246,_ywgc_amount_total,600
86247,_ywgc_amount_total,600
86248,_ywgc_amount_total,600
86249,_ywgc_amount_total,600
86250,_ywgc_amount_total,650
86251,_ywgc_amount_total,685
86252,_ywgc_amount_total,700
86253,_ywgc_amount_total,700
86254,_ywgc_amount_total,700
86255,_ywgc_amount_total,700
86256,_ywgc_amount_total,730
86257,_ywgc_amount_total,750
86258,_ywgc_amount_total,750
86259,_ywgc_amount_total,750
86260,_ywgc_amount_total,750
86261,_ywgc_amount_total,750
86262,_ywgc_amount_total,750
86263,_ywgc_amount_total,750
86264,_ywgc_amount_total,750
86265,_ywgc_amount_total,750
86266,_ywgc_amount_total,750
86267,_ywgc_amount_total,750
86268,_ywgc_amount_total,750
86269,_ywgc_amount_total,750
86270,_ywgc_amount_total,750
86271,_ywgc_amount_total,750
86272,_ywgc_amount_total,750
86273,_ywgc_amount_total,750
86274,_ywgc_amount_total,750
86275,_ywgc_amount_total,750
86276,_ywgc_amount_total,750
86277,_ywgc_amount_total,800
86278,_ywgc_amount_total,850
86279,_ywgc_amount_total,1000
86280,_ywgc_amount_total,1000
86281,_ywgc_amount_total,1000
86282,_ywgc_amount_total,1000
86283,_ywgc_amount_total,1000
86284,_ywgc_amount_total,1000
86285,_ywgc_amount_total,1000
86286,_ywgc_amount_total,1500
86287,_ywgc_amount_total,1500
60346,_ywgc_amount_total,100
60347,_ywgc_amount_total,100
60348,_ywgc_amount_total,100
60349,_ywgc_amount_total,50
60350,_ywgc_amount_total,100
60351,_ywgc_amount_total,100
60352,_ywgc_amount_total,100
60353,_ywgc_amount_total,100
60354,_ywgc_amount_total,100
60361,_ywgc_amount_total,100
60362,_ywgc_amount_total,50
60364,_ywgc_amount_total,125
60373,_ywgc_amount_total,100
60374,_ywgc_amount_total,100
60375,_ywgc_amount_total,100
60379,_ywgc_amount_total,100
60380,_ywgc_amount_total,100
60381,_ywgc_amount_total,100
60382,_ywgc_amount_total,100
60386,_ywgc_amount_total,100
60387,_ywgc_amount_total,100
60388,_ywgc_amount_total,100
60389,_ywgc_amount_total,50
60392,_ywgc_amount_total,100
60399,_ywgc_amount_total,100
60400,_ywgc_amount_total,100
60407,_ywgc_amount_total,95
60410,_ywgc_amount_total,100
60411,_ywgc_amount_total,100
60412,_ywgc_amount_total,50
60418,_ywgc_amount_total,100
60419,_ywgc_amount_total,100
60420,_ywgc_amount_total,100
60421,_ywgc_amount_total,100
60422,_ywgc_amount_total,100
60424,_ywgc_amount_total,100
60425,_ywgc_amount_total,100
60431,_ywgc_amount_total,75
60432,_ywgc_amount_total,50
60435,_ywgc_amount_total,100
60436,_ywgc_amount_total,50
60441,_ywgc_amount_total,100
60446,_ywgc_amount_total,100
60449,_ywgc_amount_total,100
60450,_ywgc_amount_total,50
60453,_ywgc_amount_total,100
60455,_ywgc_amount_total,125
60458,_ywgc_amount_total,100
60473,_ywgc_amount_total,50
60490,_ywgc_amount_total,85
60508,_ywgc_amount_total,100
60509,_ywgc_amount_total,100
60511,_ywgc_amount_total,50
60524,_ywgc_amount_total,50
60525,_ywgc_amount_total,50
60526,_ywgc_amount_total,100
60531,_ywgc_amount_total,100
60553,_ywgc_amount_total,100
60554,_ywgc_amount_total,50
60555,_ywgc_amount_total,50
60563,_ywgc_amount_total,100
60564,_ywgc_amount_total,50
60569,_ywgc_amount_total,100
60575,_ywgc_amount_total,100
60576,_ywgc_amount_total,50
60583,_ywgc_amount_total,100
60593,_ywgc_amount_total,100
60594,_ywgc_amount_total,100
60595,_ywgc_amount_total,50
60598,_ywgc_amount_total,100
60599,_ywgc_amount_total,100
60606,_ywgc_amount_total,100
60607,_ywgc_amount_total,100
60624,_ywgc_amount_total,50
60642,_ywgc_amount_total,70
60643,_ywgc_amount_total,100
60644,_ywgc_amount_total,100
60647,_ywgc_amount_total,100
60648,_ywgc_amount_total,100
60649,_ywgc_amount_total,100
60665,_ywgc_amount_total,100
60666,_ywgc_amount_total,50
60667,_ywgc_amount_total,50
60668,_ywgc_amount_total,100
60676,_ywgc_amount_total,100
60680,_ywgc_amount_total,50
60681,_ywgc_amount_total,50
60682,_ywgc_amount_total,20
60683,_ywgc_amount_total,20
60684,_ywgc_amount_total,20
60685,_ywgc_amount_total,20
60686,_ywgc_amount_total,20
60708,_ywgc_amount_total,100
60732,_ywgc_amount_total,100
60733,_ywgc_amount_total,100
60734,_ywgc_amount_total,100
60738,_ywgc_amount_total,100
60739,_ywgc_amount_total,100
60740,_ywgc_amount_total,100
60741,_ywgc_amount_total,100
60742,_ywgc_amount_total,100
60763,_ywgc_amount_total,100
60764,_ywgc_amount_total,100
